date,home_team,away_team,home_goals,away_goals
2025-01-11,Udinese,Atalanta,0.0,0.0
2025-01-11,Empoli,Lecce,1.0,3.0
2025-01-11,Torino,Juventus,1.0,1.0
2025-01-11,Milan,Cagliari,1.0,1.0
2025-01-12,Napoli,Hellas Verona,2.0,0.0
2025-01-12,Bologna,Roma,2.0,2.0
2025-01-12,Genoa,Parma,1.0,0.0
2025-01-12,Venezia,Internazionale,0.0,1.0
2025-01-13,Monza,Fiorentina,2.0,1.0
2025-01-14,Como,Milan,1.0,2.0
2025-01-14,Atalanta,Juventus,1.0,1.0
2025-01-17,Roma,Genoa,3.0,1.0
2025-01-18,Bologna,Monza,3.0,1.0
2025-01-18,Juventus,Milan,2.0,0.0
2025-01-18,Atalanta,Napoli,2.0,3.0
2025-01-19,Parma,Venezia,1.0,1.0
2025-01-19,Cagliari,Lecce,4.0,1.0
2025-01-19,Hellas Verona,Lazio,0.0,3.0
2025-01-19,Fiorentina,Torino,1.0,1.0
2025-01-20,Como,Udinese,4.0,1.0
2025-01-24,Torino,Cagliari,2.0,0.0
2025-01-25,Empoli,Bologna,1.0,1.0
2025-01-25,Napoli,Juventus,2.0,1.0
2025-01-25,Como,Atalanta,1.0,2.0
2025-01-26,Milan,Parma,3.0,2.0
2025-01-26,Lazio,Fiorentina,1.0,2.0
2025-01-26,Udinese,Roma,1.0,2.0
2025-01-26,Lecce,Internazionale,0.0,4.0
2025-01-27,Venezia,Hellas Verona,1.0,1.0
2025-01-27,Genoa,Monza,2.0,0.0
2025-01-31,Parma,Lecce,1.0,3.0
2025-02-01,Bologna,Como,2.0,0.0
2025-02-01,Monza,Hellas Verona,0.0,1.0
2025-02-01,Udinese,Venezia,3.0,2.0
2025-02-01,Atalanta,Torino,1.0,1.0
2025-02-02,Juventus,Empoli,4.0,1.0
2025-02-02,Roma,Napoli,1.0,1.0
2025-02-02,Milan,Internazionale,1.0,1.0
2025-02-02,Fiorentina,Genoa,2.0,1.0
2025-02-03,Cagliari,Lazio,1.0,2.0
2025-02-06,Fiorentina,Internazionale,3.0,0.0
2025-02-07,Como,Juventus,1.0,2.0
2025-02-08,Empoli,Milan,0.0,2.0
2025-02-08,Torino,Genoa,1.0,1.0
2025-02-08,Hellas Verona,Atalanta,0.0,5.0
2025-02-09,Lecce,Bologna,0.0,0.0
2025-02-09,Lazio,Monza,5.0,1.0
2025-02-09,Cagliari,Parma,2.0,1.0
2025-02-09,Venezia,Roma,0.0,1.0
2025-02-09,Napoli,Udinese,1.0,1.0
2025-02-14,Bologna,Torino,3.0,2.0
2025-02-15,Milan,Hellas Verona,1.0,0.0
2025-02-15,Lazio,Napoli,2.0,2.0
2025-02-15,Atalanta,Cagliari,0.0,0.0
2025-02-16,Juventus,Internazionale,1.0,0.0
2025-02-16,Parma,Roma,0.0,1.0
2025-02-16,Udinese,Empoli,3.0,0.0
2025-02-16,Monza,Lecce,0.0,0.0
2025-02-16,Fiorentina,Como,0.0,2.0
2025-02-17,Genoa,Venezia,2.0,0.0
2025-02-21,Lecce,Udinese,0.0,1.0
2025-02-22,Venezia,Lazio,0.0,0.0
2025-02-22,Torino,Milan,2.0,1.0
2025-02-22,Parma,Bologna,2.0,0.0
2025-02-23,Hellas Verona,Fiorentina,1.0,0.0
2025-02-23,Como,Napoli,2.0,1.0
2025-02-23,Cagliari,Juventus,0.0,1.0
2025-02-23,Empoli,Atalanta,0.0,5.0
2025-02-24,Roma,Monza,4.0,0.0
2025-02-27,Bologna,Milan,2.0,1.0
2025-02-28,Fiorentina,Lecce,1.0,0.0
2025-03-01,Atalanta,Venezia,0.0,0.0
2025-03-01,Udinese,Parma,1.0,0.0
2025-03-01,Napoli,Internazionale,1.0,1.0
2025-03-02,Milan,Lazio,1.0,2.0
2025-03-02,Monza,Torino,0.0,2.0
2025-03-02,Bologna,Cagliari,2.0,1.0
2025-03-02,Genoa,Empoli,1.0,1.0
2025-03-02,Roma,Como,2.0,1.0
2025-03-03,Juventus,Hellas Verona,2.0,0.0
2025-03-07,Cagliari,Genoa,1.0,1.0
2025-03-08,Como,Venezia,1.0,1.0
2025-03-08,Parma,Torino,2.0,2.0
2025-03-08,Lecce,Milan,2.0,3.0
2025-03-09,Empoli,Roma,0.0,1.0
2025-03-09,Hellas Verona,Bologna,1.0,2.0
2025-03-09,Napoli,Fiorentina,2.0,1.0
2025-03-09,Juventus,Atalanta,0.0,4.0
2025-03-10,Lazio,Udinese,1.0,1.0
2025-03-14,Genoa,Lecce,2.0,1.0
2025-03-15,Milan,Como,2.0,1.0
2025-03-15,Udinese,Hellas Verona,0.0,1.0
2025-03-15,Torino,Empoli,1.0,0.0
2025-03-15,Monza,Parma,1.0,1.0
2025-03-16,Venezia,Napoli,0.0,0.0
2025-03-16,Roma,Cagliari,1.0,0.0
2025-03-16,Fiorentina,Juventus,3.0,0.0
2025-03-16,Atalanta,Internazionale,0.0,2.0
2025-03-16,Bologna,Lazio,5.0,0.0
2025-03-29,Juventus,Genoa,1.0,0.0
2025-03-29,Venezia,Bologna,0.0,1.0
2025-03-29,Lecce,Roma,0.0,1.0
2025-03-29,Como,Empoli,1.0,1.0
2025-03-30,Fiorentina,Atalanta,1.0,0.0
2025-03-30,Cagliari,Monza,3.0,0.0
2025-03-30,Napoli,Milan,2.0,1.0
2025-03-31,Hellas Verona,Parma,0.0,0.0
2025-03-31,Lazio,Torino,1.0,1.0
2025-04-04,Genoa,Udinese,1.0,0.0
2025-04-05,Parma,Internazionale,2.0,2.0
2025-04-05,Milan,Fiorentina,2.0,2.0
2025-04-05,Monza,Como,1.0,3.0
2025-04-06,Roma,Juventus,1.0,1.0
2025-04-06,Atalanta,Lazio,0.0,1.0
2025-04-06,Torino,Hellas Verona,1.0,1.0
2025-04-06,Lecce,Venezia,1.0,1.0
2025-04-06,Empoli,Cagliari,0.0,0.0
2025-04-07,Bologna,Napoli,1.0,1.0
2025-04-11,Udinese,Milan,0.0,4.0
2025-04-12,Juventus,Lecce,2.0,1.0
2025-04-12,Venezia,Monza,1.0,0.0
2025-04-13,Fiorentina,Parma,0.0,0.0
2025-04-13,Atalanta,Bologna,2.0,0.0
2025-04-13,Lazio,Roma,1.0,1.0
2025-04-13,Como,Torino,1.0,0.0
2025-04-13,Hellas Verona,Genoa,0.0,0.0
2025-04-14,Napoli,Empoli,3.0,0.0
2025-04-19,Roma,Hellas Verona,1.0,0.0
2025-04-19,Monza,Napoli,0.0,1.0
2025-04-19,Lecce,Como,0.0,3.0
2025-04-20,Bologna,Internazionale,1.0,0.0
2025-04-20,Milan,Atalanta,0.0,1.0
2025-04-20,Empoli,Venezia,2.0,2.0
2025-04-23,Genoa,Lazio,0.0,2.0
2025-04-23,Cagliari,Fiorentina,1.0,2.0
2025-04-23,Parma,Juventus,1.0,0.0
2025-04-23,Torino,Udinese,2.0,0.0
2025-04-27,Napoli,Torino,2.0,0.0
2025-04-27,Venezia,Milan,0.0,2.0
2025-04-27,Atalanta,Lecce,1.0,1.0
2025-04-27,Juventus,Monza,2.0,0.0
2025-04-27,Como,Genoa,1.0,0.0
2025-04-27,Fiorentina,Empoli,2.0,1.0
2025-04-28,Hellas Verona,Cagliari,0.0,2.0
2025-04-28,Udinese,Bologna,0.0,0.0
2025-04-28,Lazio,Parma,2.0,2.0
2025-05-02,Torino,Venezia,1.0,1.0
2025-05-03,Lecce,Napoli,0.0,1.0
2025-05-03,Cagliari,Udinese,1.0,2.0
2025-05-03,Parma,Como,0.0,1.0
2025-05-04,Roma,Fiorentina,1.0,0.0
2025-05-04,Bologna,Juventus,1.0,1.0
2025-05-04,Empoli,Lazio,0.0,1.0
2025-05-04,Monza,Atalanta,0.0,4.0
2025-05-05,Genoa,Milan,1.0,2.0
2025-05-09,Milan,Bologna,3.0,1.0
2025-05-10,Como,Cagliari,3.0,1.0
2025-05-10,Lazio,Juventus,1.0,1.0
2025-05-10,Empoli,Parma,2.0,1.0
2025-05-11,Hellas Verona,Lecce,1.0,1.0
2025-05-11,Napoli,Genoa,2.0,2.0
2025-05-11,Torino,Internazionale,0.0,2.0
2025-05-11,Udinese,Monza,1.0,2.0
2025-05-12,Atalanta,Roma,2.0,1.0
2025-05-12,Venezia,Fiorentina,2.0,1.0
2025-05-17,Genoa,Atalanta,2.0,3.0
2025-05-18,Hellas Verona,Como,1.0,1.0
2025-05-18,Monza,Empoli,1.0,3.0
2025-05-18,Roma,Milan,3.0,1.0
2025-05-18,Fiorentina,Bologna,3.0,2.0
2025-05-18,Cagliari,Venezia,3.0,0.0
2025-05-18,Lecce,Torino,1.0,0.0
2025-05-18,Juventus,Udinese,2.0,0.0
2025-05-18,Parma,Napoli,0.0,0.0
2025-05-23,Como,Internazionale,0.0,2.0
2025-05-23,Napoli,Cagliari,2.0,0.0
2025-05-24,Bologna,Genoa,1.0,3.0
2025-05-24,Milan,Monza,2.0,0.0
2025-05-25,Udinese,Fiorentina,2.0,3.0
2025-05-25,Torino,Roma,0.0,2.0
2025-05-25,Empoli,Hellas Verona,1.0,2.0
2025-05-25,Atalanta,Parma,2.0,3.0
2025-05-25,Venezia,Juventus,2.0,3.0
2025-05-25,Lazio,Lecce,0.0,1.0
